"time","geo","unit","statinfo","hhcomp","hhcomp_label","statinfo_label","unit_label","value","flag"
2022,"EL","EUR","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Euro",12064,
2023,"EL","EUR","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Euro",12920,
2024,"EL","EUR","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Euro",14318,
2025,"EL","EUR","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Euro",15851,
1995,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",5638,
1996,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",6182,
1997,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",6777,
1998,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",7415,
1999,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",7784,
2000,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",8381,
2001,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",8801,
2003,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",10263,"b"
2004,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",10996,
2005,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",11913,
2006,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",12140,
2007,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",13026,
2008,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",13180,
2009,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",14716,
2010,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",15942,
2011,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",14023,
2012,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",11296,
2013,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",9580,
2014,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",8877,
2015,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",8875,
2016,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",8884,
2017,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",8852,
2018,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",9335,
2019,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",9708,
2020,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",10684,
2021,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",11070,
2022,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",12064,
2023,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",12920,
2024,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",14318,
2025,"EL","NAC","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","National currency",15851,
1995,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",8481,
1996,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",8801,
1997,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",9271,
1998,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",9748,
1999,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",9886,
2000,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",11032,
2001,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",11234,
2003,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",12798,"b"
2004,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",12804,
2005,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",13600,
2006,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",13756,
2007,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",14628,
2008,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",14684,
2009,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",16163,
2010,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",16789,
2011,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",14843,
2012,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",11950,
2013,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",10352,
2014,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",10026,
2015,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",10388,
2016,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",10718,
2017,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",10523,
2018,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",10975,
2019,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",11567,
2020,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",12380,
2021,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",12544,
2022,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",13738,
2023,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",14641,
2024,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",16411,
2025,"EL","PPS","MEAN_EI","A_GE3","Three or more adults","Mean equivalised income","Purchasing power standard (PPS)",18441,
1995,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",5850,
1996,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",6216,
1997,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",6496,
1998,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",7293,
1999,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",6985,
2000,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",7891,
2001,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",7960,
2003,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",9085,"b"
2004,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",9848,
2005,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",10381,
2006,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",10700,
2007,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",11150,
2008,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",11800,
2009,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",13200,
2010,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",13861,
2011,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",12176,
2012,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",9998,
2013,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",8818,
2014,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",7992,
2015,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",8050,
2016,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",8045,
2017,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",7957,
2018,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",8581,
2019,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",9031,
2020,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",9846,
2021,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",10140,
2022,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",11000,
2023,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",11875,
2024,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",12836,
2025,"EL","EUR","MED_EI","A_GE3","Three or more adults","Median equivalised income","Euro",14060,
1995,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",5004,
1996,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",5594,
1997,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",5895,
1998,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",6701,
1999,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",6861,
2000,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",7637,
2001,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",7960,
2003,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",9085,"b"
2004,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",9848,
2005,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",10381,
2006,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",10700,
2007,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",11150,
2008,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",11800,
2009,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",13200,
2010,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",13861,
2011,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",12176,
2012,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",9998,
2013,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",8818,
2014,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",7992,
2015,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",8050,
2016,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",8045,
2017,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",7957,
2018,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",8581,
2019,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",9031,
2020,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",9846,
2021,"EL","NAC","MED_EI","A_GE3","Three or more adults","Median equivalised income","National currency",10140,
